name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
"Bochic “Capri” FreshWater Pearl, Pink Sapphire, Peridot & Mix gems Necklace Set","$1,102 Sale Price",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/bochic-capri-freshwater-pearl-pink-sapphire-peridot-mix-gems-necklace-set/id-j_26017972/,"Freshwater Pearl , Peridot , Blue Sapphire , Pink Sapphire , Yellow Sapphire",Brilliant,,,,"18k Gold , Gold Plate , Sterling Silver",,18k,,Necklace,1stdibs
13.20ct Natural Diamonds Riviera Tennis Necklace 14kt Gold 12523,"$17,000",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/1320ct-natural-diamonds-riviera-tennis-necklace-14kt-gold-12523/id-j_23685032/,Diamond,Round,,G,13.20,14k Gold,,14k,,Necklace,1stdibs
"TIFFANY & Co. Platinum Diamond 1.5"" Fleur de Lis Key Pendant Necklace 16""","$4,500",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-platinum-diamond-15-fleur-de-lis-key-pendant-necklace-16/id-j_26295542/,Diamond,Round,,,,Platinum,,,,Necklace,1stdibs
1963 Pendant Picture Locket solid 18K Yellow Gold / 6.75 gr,"$1,875",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/1963-pendant-picture-locket-solid-18k-yellow-gold-675-gr/id-j_26350972/,,,,G,,"18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
Chanel necklace 1990s in very good condition,"$2,984",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/chanel-necklace-1990s-very-good-condition/id-v_25951592/,,,,,,,,,,Necklace,1stdibs
Giant Pink Sapphire and Opal Diamond Yellow Gold Necklace,"$1,323",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/giant-pink-sapphire-opal-diamond-yellow-gold-necklace/id-v_27357532/,"Diamond , Opal , Pink Sapphire , Fire Opal",Bead,,,,14k Gold,,14k,,Necklace,1stdibs
"Antique 9ct Gold Back & Front Stamped, Large Victorian, Swallow Engraved Locket","$1,171",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/antique-9ct-gold-back-front-stamped-large-victorian-swallow-engraved-locket/id-j_25978332/,,,,,9,"Gold , 9k Gold",,9k,,Necklace,1stdibs
"Bochic “Capri” Vintage Ruby, Sapphire, Amethyst, Aquamarine & Peridot Necklace","$2,670 Sale Price",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/bochic-capri-vintage-ruby-sapphire-amethyst-aquamarine-peridot-necklace/id-j_27279732/,"Amethyst , Aquamarine , Peridot , Ruby , Sapphire",Brilliant,,,,"18k Gold , Silver",,18k,,Necklace,1stdibs
Bulgari Parentesi 18K Yellow Gold Choker Necklace,"$39,900",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/bulgari-parentesi-18k-yellow-gold-choker-necklace/id-j_26661182/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
"Necklace with turquoise and old mine cut diamonds up to 1.50ct 18k gold, silver","$2,105",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/necklace-turquoise-old-mine-cut-diamonds-up-to-150ct-18k-gold-silver/id-j_26917282/,"Diamond , Turquoise",Old Mine,,G,1.50,"18k Gold , Silver",,18k,,Necklace,1stdibs
Marina J. Lace Woven Choker with Aquamarine Briolettes and Sliding Clasp,"$2,300",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/marina-j-lace-woven-choker-aquamarine-briolettes-sliding-clasp/id-j_25471832/,"Aquamarine , Pearl",Bead,,J,,Silver,,,,Necklace,1stdibs
Certified 17 Carat Diamond Tennis Necklace,"$19,500",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/certified-17-carat-diamond-tennis-necklace/id-j_17789292/,"Diamond , White Diamond",Brilliant,,,17,"18k Gold , 24k Gold , White Gold",White,18k,,Necklace,1stdibs
Platinum Emerald-Cut Diamond Tennis Necklace 33.17 Carats,"$55,000",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/platinum-emerald-cut-diamond-tennis-necklace-3317-carats/id-j_26111122/,Diamond,Emerald,,G,33.17,Platinum,,,,Necklace,1stdibs
Vintage Tiffany & Co. 18K Yellow Gold Heart Pendant Necklace,"$1,560",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/vintage-tiffany-co-18k-yellow-gold-heart-pendant-necklace/id-j_26961932/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
29 Carats of Unparalleled Brilliance: A Timeless Tennis Necklace H Color Vs SI,"$41,000",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/29-carats-unparalleled-brilliance-timeless-tennis-necklace-h-color-vs-si/id-j_27292982/,Diamond,Round,,G,29,18k Gold,,18k,,Necklace,1stdibs
Angara Natural Pink Sapphire Teardrop Pendant with Diamond in 14k Solid Gold,"$1,449 / item",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/angara-natural-pink-sapphire-teardrop-pendant-diamond-14k-solid-gold/id-j_27197372/,"Diamond , Pink Sapphire",Pear,,,0.75,Gold,,14k,,Earring,1stdibs
Orloff of Denmark Platinum diamond pendant natural 7.12 carat Blue Zircon,"$1,650",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/orloff-denmark-platinum-diamond-pendant-natural-712-carat-blue-zircon/id-j_26139882/,"Diamond , Zircon , Blue Zircon",Emerald,,G,7.12,Platinum,,,,Necklace,1stdibs
TIFFANY & Co. 18K Gold Cupid Arrow Heart Pendant Beaded Chain Necklace,"$3,600",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-18k-gold-cupid-arrow-heart-pendant-beaded-chain-necklace/id-j_26079292/,,,,,,18k Gold,,18k,,Necklace,1stdibs
"Steven Battelle Lightweight Handmade Hammered Organic 18K Gold 18"" chain","$2,450",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/steven-battelle-lightweight-handmade-hammered-organic-18k-gold-18-chain/id-j_26115752/,,,,G,,18k Gold,,18k,,Necklace,1stdibs
Antique Belle Époque Diamond Tiara in Platinum and Gold.,"$18,500",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/antique-belle-epoque-diamond-tiara-platinum-gold/id-j_25482812/,Diamond,Round,,,,Platinum,,,,Necklace,1stdibs
Athena & Owl Tetradrachm with 18k gold,"$7,050 / item",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/athena-owl-tetradrachm-18k-gold/id-j_23728992/,,,,,,"18k Gold , Silver",,18k,,Necklace,1stdibs
TIFFANY & Co. Elsa Peretti 18K Gold 12mm Eternal Circle Pendant Necklace,"$1,200",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-elsa-peretti-18k-gold-12mm-eternal-circle-pendant-necklace/id-j_26028942/,,,,,,18k Gold,,18k,,Necklace,1stdibs
"Fine Antique Natural Amethyst and Silver Riviere Necklace, 19th Century","$1,950",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/fine-antique-natural-amethyst-silver-riviere-necklace-19th-century/id-j_25482722/,Amethyst,Oval,,,,Silver,,,,Necklace,1stdibs
Designer Paris Brutalist Gilded Rigid Collar Necklace,"$1,200",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/designer-paris-brutalist-gilded-rigid-collar-necklace/id-v_25855602/,,,,,,Gilt Metal,,,,Necklace,1stdibs
Bulgari Monete Vintage Curb 18k Yellow Gold Ancient Coin Necklace,"$55,000",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/bulgari-monete-vintage-curb-18k-yellow-gold-ancient-coin-necklace/id-j_27287262/,,,,,,"Yellow Gold , 18k Gold",Yellow,18k,,Necklace,1stdibs
Vintage Van Cleef & Arpels Tigers Eye & Diamond 14k Yellow Gold Pendant Necklace,"$2,095",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/vintage-van-cleef-arpels-tigers-eye-diamond-14k-yellow-gold-pendant-necklace/id-j_27346362/,"Diamond , Tiger's Eye",Oval,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
18k bicolor gold clasp with pink opal beads necklace - 62.9 grams 65 cm long,"$2,045",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/18k-bicolor-gold-clasp-pink-opal-beads-necklace-629-grams-65-cm-long/id-j_27134562/,Opal,Bead,,G,,"Gold , 18k Gold",,18k,,Necklace,1stdibs
"Multicolor Sapphires, Diamonds, 18Kt Rose Gold, Yellow Gold, White Gold Necklace","$34,295",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/multicolor-sapphires-diamonds-18kt-rose-gold-yellow-gold-white-gold-necklace/id-j_27000322/,"Diamond , Sapphire",Mixed,,G,,"18k Gold , Rose Gold , White Gold , Yellow Gold",White,18k,,Necklace,1stdibs
10 Carat Australian Opal Shell Pendant with Emerald & 14k Gold,"$1,875",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/10-carat-australian-opal-shell-pendant-emerald-14k-gold/id-j_26843302/,"Emerald , Opal",Mixed,,,10,14k Gold,,14k,,Necklace,1stdibs
18ct Gold Victorian Engraved Pocket Watch Key Pendant with Amethyst Coloured Fob,"$1,239",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/18ct-gold-victorian-engraved-pocket-watch-key-pendant-amethyst-coloured-fob/id-j_26216822/,,,,,18,"Gold , 18k Gold",,18k,,Necklace,1stdibs
18kt Yellow and White Gold Chain Baraka - The Elegance of Strength,"$15,391",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/18kt-yellow-white-gold-chain-baraka-elegance-strength/id-j_25383822/,,,,G,,"18k Gold , White Gold , Yellow Gold",White,18k,,Necklace,1stdibs
Cartier 18 Karat Yellow Gold Indomptables De Cartier Necklace,"$140,000",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/cartier-18-karat-yellow-gold-indomptables-de-cartier-necklace/id-j_23419012/,,,,,,"18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
"9ct Gold, Edwardian Amethyst, Peridot & Seed Pearl Suffragette Pendent Necklace","$1,784",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/9ct-gold-edwardian-amethyst-peridot-seed-pearl-suffragette-pendent-necklace/id-j_26822712/,"Amethyst , Pearl , Peridot",Round,,,9,"Gold , 9k Gold",,9k,,Necklace,1stdibs
"Bochic “Capri” Vintage Aquamarine, Lemon & Rose Quartz, Opal Necklace Set 18K &","$3,230",https://www.1stdibs.com/jewelry/necklaces/drop-necklaces/bochic-capri-vintage-aquamarine-lemon-rose-quartz-opal-necklace-set-18k/id-j_26978282/,"Aquamarine , Opal , Quartz",Cabochon,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
18K Gold Enamel Necklace With Allah Symbol Pendant,"$1,170 Sale Price",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/18k-gold-enamel-necklace-allah-symbol-pendant/id-v_25566062/,,,,G,,"18k Gold , Enamel",,18k,,Necklace,1stdibs
Syna 18 Karat Yellow Gold Large Paper Clip Rolo Chain,"$6,850",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/syna-18-karat-yellow-gold-large-paper-clip-rolo-chain/id-j_26047092/,,,,,,"18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
TIFFANY & Co. Elsa Peretti 18K Gold .36ct Diamond Open Heart Pendant Necklace,"$3,500",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-elsa-peretti-18k-gold-36ct-diamond-open-heart-pendant-necklace/id-j_26166802/,Diamond,Round,,,36,18k Gold,,18k,,Necklace,1stdibs
Antique Florentine Large Etruscan Revival 14K Yellow Gold Locket Pendant,"$7,950",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/antique-florentine-large-etruscan-revival-14k-yellow-gold-locket-pendant/id-j_25151812/,,,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
Van Cleef & Arpels Magic Alhambra Malachite 18k Yellow Gold Necklace,"$7,500",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/van-cleef-arpels-magic-alhambra-malachite-18k-yellow-gold-necklace/id-j_27384002/,Malachite,Mixed,,,,"18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
Certified Natural diamonds topaz sterling silver tiara head accessory band,"$2,190",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/certified-natural-diamonds-topaz-sterling-silver-tiara-head-accessory-band/id-v_26903512/,"Diamond , Topaz",Rose,,,,Sterling Silver,,,,Necklace,1stdibs
Antique victorian yellow gold collar necklace,"$2,300",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/antique-victorian-yellow-gold-collar-necklace/id-j_18209582/,,,,G,,"Gold , Yellow Gold , 14k Gold",Yellow,14k,,Necklace,1stdibs
14K Yellow Gold 34 Inch Long Multi Gem-Set Station Necklace,"$2,180",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/14k-yellow-gold-34-inch-long-multi-gem-set-station-necklace/id-j_26495102/,"Amethyst , Citrine , Garnet , Peridot , Quartz , Topaz",Pear,,G,,"Gold , 14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
Carrera y Carrera Panther Necklace Diamond 18k Gold Steel Signed Jewelry 2000s,"$5,785",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/carrera-y-carrera-panther-necklace-diamond-18k-gold-steel-signed-jewelry-2000s/id-j_27352392/,"Diamond , White Diamond",Round,,G,,"Gold , 18k Gold , Yellow Gold , Steel",Yellow,18k,,Necklace,1stdibs
Marina J. Vintage 10k Gold Diamond Encrusted Pearl Draped Adjustable Necklace,"$1,150",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/marina-j-vintage-10k-gold-diamond-encrusted-pearl-draped-adjustable-necklace/id-j_26303812/,"Diamond , Pearl",Bead,,J,,"Gold , 10k Gold , 14k Gold , Yellow Gold",Yellow,10k,,Necklace,1stdibs
"Marina J. Pearl, Solid 14k Gold Necklace with Removable Amethyst Centerpiece","$1,850",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/marina-j-pearl-solid-14k-gold-necklace-removable-amethyst-centerpiece/id-j_27108462/,"Amethyst , Pearl",Bead,,J,,"Gold , 14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
TIFFANY & Co. Etoile 18K Gold Diamond Ball Pendant Necklace,"$1,600",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-etoile-18k-gold-diamond-ball-pendant-necklace/id-j_25854682/,Diamond,Round,,,,Platinum,,18k,,Necklace,1stdibs
TIFFANY & Co. Elsa Peretti 18K Gold 12mm Eternal Circle Pendant Necklace New,"$1,300",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/tiffany-co-elsa-peretti-18k-gold-12mm-eternal-circle-pendant-necklace-new/id-j_26028782/,,,,,,18k Gold,,18k,,Necklace,1stdibs
Sleeping Beauty Turquoise & Vintage Half Dollar Pendant by Paul Livingston,"$1,400",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/sleeping-beauty-turquoise-vintage-half-dollar-pendant-paul-livingston/id-j_26568702/,,,,,,,,,,Necklace,1stdibs
Konstantino 18K and Sterling Silver Byzantine Orthodox Style Pendant Cross,"$1,250",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/konstantino-18k-sterling-silver-byzantine-orthodox-style-pendant-cross/id-j_26457312/,,,,G,,Sterling Silver,,18k,,Necklace,1stdibs
Chanel 1995 Collier CC Turnlock Maxi Golden Chain Necklace,"$2,815",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/chanel-1995-collier-cc-turnlock-maxi-golden-chain-necklace/id-v_26299402/,,,,,,,,,,Necklace,1stdibs
"Steven Battelle Lightweight Handmade Hammered Organic 18K Gold Chain 20""","$2,760",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/steven-battelle-lightweight-handmade-hammered-organic-18k-gold-chain-20/id-j_27121082/,,,,G,,18k Gold,,18k,,Necklace,1stdibs
Marina J. Draped Seed Pearl Woven Choker with Sliding Clasp,"$2,300",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/marina-j-draped-seed-pearl-woven-choker-sliding-clasp/id-j_26605752/,Pearl,Bead,,J,,"Rhodium , Silver",,,,Necklace,1stdibs
1.88 Carat Octagon Cut Emerald Diamond Chain Necklace in 14k Solid Yellow Gold,"$7,680 Sale Price / item",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/188-carat-octagon-cut-emerald-diamond-chain-necklace-14k-solid-yellow-gold/id-j_25422752/,"Emerald , Diamond",Octagon,,G,1.88,"Gold , 14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
Nina Zhou Heart Aquamarine Sapphire Diamond Tennis Necklace,"$6,375",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/nina-zhou-heart-aquamarine-sapphire-diamond-tennis-necklace/id-j_24459022/,"Aquamarine , Sapphire , Diamond",Brilliant,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
Contemporary 2.79 TCW Diamond & 14k White Gold Floral Design Necklace,"$5,095",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/contemporary-279-tcw-diamond-14k-white-gold-floral-design-necklace/id-j_27367782/,Diamond,Round,,G,,"14k Gold , White Gold",White,14k,,Necklace,1stdibs
Louis Rousselet Multi Strand Venetian Glass Necklace,"$1,750",https://www.1stdibs.com/jewelry/necklaces/multi-strand-necklaces/louis-rousselet-multi-strand-venetian-glass-necklace/id-v_23420452/,,,,,,"Gold Plate , Brass , Bronze , Gilt Metal",,,,Necklace,1stdibs
DOROTA LASAK 22k gold turquoise Tahitian pearl beaded necklace,"$1,720 Sale Price",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/dorota-lasak-22k-gold-turquoise-tahitian-pearl-beaded-necklace/id-v_25250962/,"Turquoise , Cultured Pearl",Bead,,,,22k Gold,,22k,,Necklace,1stdibs
Bochic “Capri” Vintage Ruby & Fancy Color Sapphire Necklace Set in 18K & Silver,"$2,760 Sale Price",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/bochic-capri-vintage-ruby-fancy-color-sapphire-necklace-set-18k-silver/id-j_26998222/,"Ruby , Sapphire , Blue Sapphire , Pink Sapphire , Yellow Sapphire , Green Sapphire",Brilliant,,,,"18k Gold , Silver",,18k,,Necklace,1stdibs
Cartier collier Trinity mini modele Grey Yellow Rose Gold Trinity Necklace TPM,"$2,743",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/cartier-collier-trinity-mini-modele-grey-yellow-rose-gold-trinity-necklace-tpm/id-v_26245042/,,,,,,Gold,,,,Necklace,1stdibs
10K White Gold Natural Diamond Royal Blue Topaz Elegant Necklace,"$22,840",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/10k-white-gold-natural-diamond-royal-blue-topaz-elegant-necklace/id-j_27388172/,"Diamond , Topaz",Oval,,G,,"10k Gold , White Gold",White,10k,,Necklace,1stdibs
Tiffany & Co. 3.07 Carat I VS1 Natural Round Diamond Platinum Pendant Necklace,"$74,500",https://www.1stdibs.com/jewelry/necklaces/drop-necklaces/tiffany-co-307-carat-i-vs1-natural-round-diamond-platinum-pendant-necklace/id-j_27290012/,Diamond,Round,VS1,G,3.07,Platinum,,,,Earring,1stdibs
"Antique Imperial Russian Chick Pendant, Workmaster Hjalmar Armfeltd","$1,800",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/antique-imperial-russian-chick-pendant-workmaster-hjalmar-armfeltd/id-j_26301502/,Ruby,Cabochon,,G,,"Silver , Gilt Metal",,,,Necklace,1stdibs
"Chanel Camelia Pearl Necklace, Maison Gripoix","$4,500",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/chanel-camelia-pearl-necklace-maison-gripoix/id-v_26074142/,,,,,,"Bronze , Gilt Metal",,,,Necklace,1stdibs
"Native American Navajo Turquoise Vintage Squash Blossom Necklace 25 3/4"" - 925","$2,400",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/native-american-navajo-turquoise-vintage-squash-blossom-necklace-25-3-4-925/id-j_20887812/,Turquoise,Mixed,,G,,,,,,Necklace,1stdibs
Emerald-Cut Diamond Necklace – 45 Carats,"$195,000",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/emerald-cut-diamond-necklace-45-carats/id-j_25821552/,"Diamond , White Diamond",Emerald,,G,45,Platinum,,,,Necklace,1stdibs
Extraordinary Estate Yvel Multi-Colored Baroque Pearl Diamond 18K Gold Necklace,"$42,000",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/extraordinary-estate-yvel-multi-colored-baroque-pearl-diamond-18k-gold-necklace/id-j_23241292/,"Diamond , Pearl",Mixed,,,,"Gold , 18k Gold",,18k,,Necklace,1stdibs
"Estate Cartier Zodiac Plique-a-Jour, Polychrome Enamel 18K Yellow Gold Pendant","$15,500",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/estate-cartier-zodiac-plique-jour-polychrome-enamel-18k-yellow-gold-pendant/id-j_24323002/,,,,G,,"18k Gold , Yellow Gold , Enamel",Yellow,18k,,Necklace,1stdibs
Genuine Green Peridot Diamond Halo Pendant,"$4,693",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/genuine-green-peridot-diamond-halo-pendant/id-v_27358022/,"Diamond , Peridot",Oval,,,3.4,14k Gold,,14k,,Necklace,1stdibs
Vintage Chanel Fringe Logo Droplet Bib Necklace from the 2001 Collection,"$2,601",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/vintage-chanel-fringe-logo-droplet-bib-necklace-from-2001-collection/id-v_26927242/,,,,,,,,,,Earring,1stdibs
Emerald and Diamond Choker Necklace,"$250,000",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/emerald-diamond-choker-necklace/id-j_18383122/,"Diamond , Emerald",Oval,,,,18k Gold,,18k,,Necklace,1stdibs
Chimento: Braided Elegance of 18 kt Gold and Light gr 40.70,"$7,672",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/chimento-braided-elegance-18-kt-gold-light-gr-4070/id-j_25164782/,Diamond,Brilliant,,G,,"18k Gold , White Gold , Yellow Gold",White,18k,,Necklace,1stdibs
A Natural Pearl Necklace circa 1910 By BAUMONT e Co,"$6,016",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/natural-pearl-necklace-circa-1910-baumont-e-co/id-j_26520282/,Natural Pearl,Uncut,,G,,"18k Gold , Yellow Gold",Yellow,18k,,Necklace,1stdibs
"Bochic “Capri” Ruby, Amethyst, Peridot Necklace & Earrings Set 18K Gold & Silver","$2,380",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/bochic-capri-ruby-amethyst-peridot-necklace-earrings-set-18k-gold-silver/id-j_26856432/,"Amethyst , Peridot , Ruby , Topaz",Brilliant,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
"Bochic “Capri” Ruby, Vintage Jade & Pearls Necklace Set In 18K Gold & Silver","$1,560 Sale Price",https://www.1stdibs.com/jewelry/necklaces/drop-necklaces/bochic-capri-ruby-vintage-jade-pearls-necklace-set-18k-gold-silver/id-j_25452872/,"Jade , Pearl , Ruby",Antique Cushion,,,,"18k Gold , Gold Plate , Silver",,18k,,Earring,1stdibs
Diamond Necklace 14k White Gold 2.51 cts. 19.80Grams,"$7,970 Sale Price",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/diamond-necklace-14k-white-gold-251-cts-1980grams/id-j_26940192/,Diamond,Round,,,2.51,"White Gold , 14k Gold",White,14k,,Necklace,1stdibs
TIFFANY & Co. Elsa Peretti 18K Gold Teardrop Necklace,"$4,900",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/tiffany-co-elsa-peretti-18k-gold-teardrop-necklace/id-j_24895402/,,,,,,18k Gold,,18k,,Earring,1stdibs
Classic Large Antique Natural Butterscotch Baltic 64.4 gr Amber Necklace,"$4,500",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/classic-large-antique-natural-butterscotch-baltic-644-gr-amber-necklace/id-j_22361622/,Amber,Bead,,G,,14k Gold,,14k,,Necklace,1stdibs
"Bochic “Capri” Vintage South Sea Pearl, Ruby & Multi Gem Necklace Set in 18K","$2,860",https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/bochic-capri-vintage-south-sea-pearl-ruby-multi-gem-necklace-set-18k/id-j_26894432/,"South Sea Pearl , Ruby , Sapphire",Brilliant,,,,"18k Gold , Silver",,18k,,Necklace,1stdibs
"Bochic “Capri” Diamond, Amethyst, Topaz, Citrine & Peridot Necklace in 18K & Sil","$3,240",https://www.1stdibs.com/jewelry/necklaces/drop-necklaces/bochic-capri-diamond-amethyst-topaz-citrine-peridot-necklace-18k-sil/id-j_26941092/,"Amethyst , Citrine , Diamond , Peridot , Topaz",Baguette,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
Vintage Christian Dior Floral Necklace & Earring Set 1967,"$4,443 / set",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/vintage-christian-dior-floral-necklace-earring-set-1967/id-v_26628092/,,,,,,,,,,Earring,1stdibs
Bochic “Capri” Vintage Ruby & Fancy Color Sapphire Necklace Set In 18K & Silver,"$3,780",https://www.1stdibs.com/jewelry/necklaces/drop-necklaces/bochic-capri-vintage-ruby-fancy-color-sapphire-necklace-set-18k-silver/id-j_26708092/,"Ruby , Sapphire , Blue Sapphire , Yellow Sapphire",Cabochon,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
Deep Blue Sapphire Station Chain Necklace for Girlfriend in 14k Solid White Gold,"$1,008 Sale Price / item",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/deep-blue-sapphire-station-chain-necklace-girlfriend-14k-solid-white-gold/id-j_25312072/,"Sapphire , Blue Sapphire",Round,,G,,"Gold , 14k Gold , White Gold",White,14k,,Necklace,1stdibs
Natural 10.76 Carat Oval Ruby Bezel Set by the Yard 14-Karat Necklace In Stock,"$1,295 Sale Price",https://www.1stdibs.com/jewelry/necklaces/link-necklaces/natural-1076-carat-oval-ruby-bezel-set-yard-14-karat-necklace-stock/id-j_10875112/,Ruby,Oval,,G,10.76,"14k Gold , Yellow Gold",Yellow,14k,,Necklace,1stdibs
9ct Rose Gold Edwardian 30 Inch Faceted Round Belcher Chain with Swivel Clasp,"$1,990",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/9ct-rose-gold-edwardian-30-inch-faceted-round-belcher-chain-swivel-clasp/id-j_25302322/,,,,G,9,"9k Gold , Rose Gold",Rose,9k,,Necklace,1stdibs
Natural Freshwater Edison Pink Pearl Necklace with 14K Gold Clasp,"$3,570",https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/natural-freshwater-edison-pink-pearl-necklace-14k-gold-clasp/id-j_25404822/,"Pearl , Freshwater Pearl , Natural Pearl",Bead,,G,,14k Gold,,14k,,Necklace,1stdibs
Fabergé Imperial Rhodonite Gold Egg Pendant by Henrik Wigström,"$2,300",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/faberge-imperial-rhodonite-gold-egg-pendant-henrik-wigstrom/id-j_26750112/,,,,G,,"Gold , Rose Gold",Rose,,,Necklace,1stdibs
"Emeralds, Rubies, Sapphire, Diamonds, 18 Karat White Gold Pendant Necklace.","$28,278",https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/emeralds-rubies-sapphire-diamonds-18-karat-white-gold-pendant-necklace/id-j_27000392/,"Diamond , Emerald , Ruby , Sapphire",Mixed,,G,,"18k Gold , White Gold",White,18k,,Necklace,1stdibs
