name,price,url
Diamond Solitaire Ring 3/4 ct Round-Cut 14K White Gold (I/I2),1199,https://www.kay.com/diamond-solitaire-ring-34-ct-roundcut-14k-white-gold-ii2/p/V-150870905
Now + Forever Certified Diamond Solitaire Engagement Ring 2 ct Princess-cut 14K White Gold (I/I2),12999,https://www.kay.com/now-forever-certified-diamond-solitaire-engagement-ring-2-ct-princesscut-14k-white-gold-ii2/p/V-142116906
Now + Forever Certified Diamond Solitaire Engagement Ring 1-1/2 ct Princess 14K White Gold (I/I2),7999,https://www.kay.com/now-forever-certified-diamond-solitaire-engagement-ring-112-ct-princess-14k-white-gold-ii2/p/V-101358606
Create your own Neil Lane Bridal Set,4908,https://www.kay.com/create-your-own-neil-lane-bridal-set/p/V-Neilbridalsetqsku
Create your own Neil Lane Engagement Ring,3004,https://www.kay.com/create-your-own-neil-lane-engagement-ring/p/V-Neilbridalqsku
"Le Vian Pretty in Pink Amethyst, Pink Tourmaline, Morganite & Pink Sapphire Ring 14K Strawberry Gold",1499,https://www.kay.com/le-vian-pretty-pink-amethyst-pink-tourmaline-morganite-pink-sapphire-ring-14k-strawberry-gold/p/V-995365602
Le Vian Vault Diamond Crossover Cocktail Ring 1-5/8 ct tw 14K Strawberry Gold,3250,https://www.kay.com/le-vian-vault-diamond-crossover-cocktail-ring-158-ct-tw-14k-strawberry-gold/p/V-995326509
Neil Lane Diamond Contour Wedding Band 1/4 ct tw 14K White Gold,1199,https://www.kay.com/neil-lane-diamond-contour-wedding-band-14-ct-tw-14k-white-gold/p/V-995251422
Neil Lane Radiant-Cut Diamond Bridal Set 1-3/8 ct tw 14K White Gold,7199,https://www.kay.com/neil-lane-radiantcut-diamond-bridal-set-138-ct-tw-14k-white-gold/p/V-995251400
Neil Lane Diamond Contour Wedding Band 1/4 ct tw 14K White Gold,1199,https://www.kay.com/neil-lane-diamond-contour-wedding-band-14-ct-tw-14k-white-gold/p/V-995251321
Neil Lane Marquise-Shaped Diamond Halo Bridal Set 1-5/8 ct tw 14K White Gold,9399,https://www.kay.com/neil-lane-marquiseshaped-diamond-halo-bridal-set-158-ct-tw-14k-white-gold/p/V-995251300
Now + Forever Oval-Cut Diamond & Natural Blue Sapphire Engagement Ring 3/4 ct tw 14K White Gold,3699,https://www.kay.com/now-forever-ovalcut-diamond-natural-blue-sapphire-engagement-ring-34-ct-tw-14k-white-gold/p/V-995245608
Now + Forever Oval-Cut Diamond Halo Engagement Ring 1 ct tw 14K Yellow Gold,3999,https://www.kay.com/now-forever-ovalcut-diamond-halo-engagement-ring-1-ct-tw-14k-yellow-gold/p/V-995245406
Now + Forever Princess-Cut Diamond Double Halo Engagement Ring 1 ct tw 14K White Gold,3999,https://www.kay.com/now-forever-princesscut-diamond-double-halo-engagement-ring-1-ct-tw-14k-white-gold/p/V-995245103
Neil Lane Pear-Shaped Diamond Double Halo Engagement Ring 7/8 ct tw 14K White Gold,1919,https://www.kay.com/neil-lane-pearshaped-diamond-double-halo-engagement-ring-78-ct-tw-14k-white-gold/p/V-995241407
Now + Forever Multi-Diamond Center Oval Halo Engagement Ring 1 ct tw 14K Yellow Gold,2999,https://www.kay.com/now-forever-multidiamond-center-oval-halo-engagement-ring-1-ct-tw-14k-yellow-gold/p/V-995208206
Le Vian Chocolate Waterfall Diamond Bypass Ring 1/2 ct tw 14K Honey Gold,1680,https://www.kay.com/le-vian-chocolate-waterfall-diamond-bypass-ring-12-ct-tw-14k-honey-gold/p/V-995202607
Le Vian Good Karma Diamond Ring 1-1/3 ct tw 14K Honey Gold,2740,https://www.kay.com/le-vian-good-karma-diamond-ring-113-ct-tw-14k-honey-gold/p/V-995199700
Now + Forever Princess-Cut Black Diamond & White Diamond Halo Engagement Ring 1-1/5 ct tw 14K White Gold,2999,https://www.kay.com/now-forever-princesscut-black-diamond-white-diamond-halo-engagement-ring-115-ct-tw-14k-white-gold/p/V-995197403
Now + Forever Round-Cut Diamond Wedding Band 1/3 ct tw 14K Yellow Gold,1099,https://www.kay.com/now-forever-roundcut-diamond-wedding-band-13-ct-tw-14k-yellow-gold/p/V-877178323
Now + Forever Baguette & Round-Cut Multi-Diamond Center Engagement Ring 2-1/4 ct tw 14K Yellow Gold,5899,https://www.kay.com/now-forever-baguette-roundcut-multidiamond-center-engagement-ring-214-ct-tw-14k-yellow-gold/p/V-877178311
Now + Forever Princess & Round-Cut Diamond Engagement Ring 3/8 ct tw 14K Two-Tone Gold,1699,https://www.kay.com/now-forever-princess-roundcut-diamond-engagement-ring-38-ct-tw-14k-twotone-gold/p/V-622368215
Now + Forever Oval & Round-Cut Diamond Engagement Ring 3/4 ct tw 14K Rose Gold,1799,https://www.kay.com/now-forever-oval-roundcut-diamond-engagement-ring-34-ct-tw-14k-rose-gold/p/V-669425403
Now + Forever Emerald-Cut London Blue Topaz & Diamond Engagement Ring 7/8 ct tw 14K White Gold,3299,https://www.kay.com/now-forever-emeraldcut-london-blue-topaz-diamond-engagement-ring-78-ct-tw-14k-white-gold/p/V-253833406
Now + Forever Princess-Cut Diamond Engagement Ring 5/8 ct tw 10K White Gold,1899,https://www.kay.com/now-forever-princesscut-diamond-engagement-ring-58-ct-tw-10k-white-gold/p/V-376956215
Now + Forever Princess-Cut Diamond Cushion Frame Engagement Ring 2 ct tw 14K Yellow Gold,5299,https://www.kay.com/now-forever-princesscut-diamond-cushion-frame-engagement-ring-2-ct-tw-14k-yellow-gold/p/V-660802404
Now + Forever Certified Round-Cut Diamond Engagement Ring 1-3/4 ct tw 14K White Gold,14999,https://www.kay.com/now-forever-certified-roundcut-diamond-engagement-ring-134-ct-tw-14k-white-gold/p/V-442511008
Now + Forever Princess-Cut Diamond Engagement Ring 5/8 ct tw 14K White Gold,2199,https://www.kay.com/now-forever-princesscut-diamond-engagement-ring-58-ct-tw-14k-white-gold/p/V-245019500
Memories Moments Magic Three-Stone Princess & Round-Cut Diamond Engagement Ring 1 ct tw 14K White Gold,3099,https://www.kay.com/memories-moments-magic-threestone-princess-roundcut-diamond-engagement-ring-1-ct-tw-14k-white-gold/p/V-380882807
"Now + Forever Princess, Baguette & Round-Cut Diamond Engagement Ring 1-1/4ct tw 14K White Gold",3499,https://www.kay.com/now-forever-princess-baguette-roundcut-diamond-engagement-ring-114ct-tw-14k-white-gold/p/V-669425908
Memories Moments Magic Round-Cut Diamond Three-Stone Engagement Ring 1 ct tw 14K Yellow Gold,3199,https://www.kay.com/memories-moments-magic-roundcut-diamond-threestone-engagement-ring-1-ct-tw-14k-yellow-gold/p/V-190327407
Now + Forever Round-Cut Diamond Halo Engagement Ring 3/4 ct tw 14K Yellow Gold,2499,https://www.kay.com/now-forever-roundcut-diamond-halo-engagement-ring-34-ct-tw-14k-yellow-gold/p/V-211918305
Now + Forever Marquise-Cut Diamond Engagement Ring 1/2 ct tw 14K Two-Tone Gold,1799,https://www.kay.com/now-forever-marquisecut-diamond-engagement-ring-12-ct-tw-14k-twotone-gold/p/V-995093806
Now + Forever Princess-Cut Diamond Engagement Ring 1/2 ct tw 14K Two-Tone Gold,1499,https://www.kay.com/now-forever-princesscut-diamond-engagement-ring-12-ct-tw-14k-twotone-gold/p/V-995093604
Now + Forever Diamond Engagement Ring 1/2 ct tw Marquise & Round-cut 14K White Gold,1899,https://www.kay.com/now-forever-diamond-engagement-ring-12-ct-tw-marquise-roundcut-14k-white-gold/p/V-994419808
Now + Forever Diamond Three-Stone Halo Engagement Ring 1/2 ct tw 14K Yellow Gold,1049,https://www.kay.com/now-forever-diamond-threestone-halo-engagement-ring-12-ct-tw-14k-yellow-gold/p/V-995075001
