name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,source
GLAMIRA Earring Fahie,"$1,143.00",https://www.glamira.com/glamira-earring-fahie.html,Diamond,Round,VS,H,0.2,Gold,Yellow,9K,,Glamira
GLAMIRA Earring Abby,"$2,954.00",https://www.glamira.com/glamira-earring-abby.html,Lab Grown Diamond,Princess,VS,H,0.8,Gold,White,14K,,Glamira
GLAMIRA Earring Laduke 18 mm,"$1,488.00",https://www.glamira.com/glamira-earring-laduke-18-mm.html,Diamond,Round,VS,H,0.28,Gold,Yellow,14K,18 mm,Glamira
GLAMIRA Earring Rhyhorn,"$1,279.00",https://www.glamira.com/glamira-earring-rhyhorn.html,Diamond,Round,VS,H,0.278,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Allusif,"$2,338.00",https://www.glamira.com/glamira-earring-allusif.html,Diamond,Round,VS,H,0.5,Silver,925,,,Glamira
GLAMIRA Earring Mwanga,"$1,397.00",https://www.glamira.com/glamira-earring-mwanga.html,Lab Grown Diamond,Round,VS,H,0.6,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Pitakek,"$1,438.00",https://www.glamira.com/glamira-earring-pitakek.html,Diamond,Round,VS,H,0.07,Gold,White,14K,,Glamira
GLAMIRA Earring Tatreals,"$1,341.00",https://www.glamira.com/glamira-earring-tatreals.html,Diamond,Round,VS,H,0.07,Gold,White,18K,,Glamira
GLAMIRA Earring Happiny,"$1,078.00",https://www.glamira.com/glamira-earring-happiny.html,Black Sapphire,Round,AAA,Black,0.36,Gold,Rose,14K,,Glamira
GLAMIRA Earring Avril,"$1,303.00",https://www.glamira.com/glamira-earring-avril.html,Diamond,Round,VS,H,0.07,Gold,Rose,14K,,Glamira
GLAMIRA Earring Marsalia 32 mm,"$3,050.00",https://www.glamira.com/glamira-earring-marsalia-32-mm.html,Diamond,Round,VS,H,1.2,Gold,White,14K,32 mm,Glamira
GLAMIRA Earring Hatenna,"$1,520.00",https://www.glamira.com/glamira-earring-hatenna.html,Diamond,Round,VS,H,0.48,Gold,White,14K,,Glamira
GLAMIRA Earring Riva Ø8 mm,"$1,967.00",https://www.glamira.com/glamira-earring-riva-o8-mm.html,Diamond,Round,VS,H,0.68,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Afflatus,"$1,319.00",https://www.glamira.com/glamira-earring-afflatus.html,Lab Grown Diamond,Round,VS,H,0.06,Gold,White,14K,,Glamira
GLAMIRA Earring Planta,"$2,500.00",https://www.glamira.com/glamira-earring-planta.html,Green Tourmaline,Round,AAA,Green,0.5,Gold,White,18K,,Glamira
GLAMIRA Earring Sirene,"$2,181.00",https://www.glamira.com/glamira-earring-sirene.html,Diamond,Round,VS,H,0.32,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Demhosie,"$1,084.00",https://www.glamira.com/glamira-earring-demhosie.html,Diamond,Round,VS,H,0.06,Gold,White,14K,,Glamira
GLAMIRA Earring Aliste,"$1,114.00",https://www.glamira.com/glamira-earring-aliste.html,Tanzanite,Round,AAA,Blue,0.2,Gold,Yellow,9K,,Glamira
GLAMIRA Earring Adain,"$1,238.00",https://www.glamira.com/glamira-earring-adain.html,Diamond,Round,VS,H,0.272,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Melanie,"$1,781.00",https://www.glamira.com/glamira-earring-melanie.html,Ruby,Round,AA,Red,0.5,Gold,White,18K,,Glamira
GLAMIRA Earring Laduke 24 mm,"$2,278.00",https://www.glamira.com/glamira-earring-laduke-24-mm.html,Diamond,Round,VS,H,0.4,Gold,Yellow,14K,24 mm,Glamira
GLAMIRA Earring Detac,"$1,359.00",https://www.glamira.com/glamira-earring-detac.html,Diamond,Round,VS,H,0.56,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Noiratre,"$1,686.00",https://www.glamira.com/glamira-earring-noiratre.html,Diamond,Round,VS,H,0.07,Gold,White,18K,,Glamira
GLAMIRA Earring Aubaine,"$1,838.00",https://www.glamira.com/glamira-earring-aubaine.html,Diamond,Round,VS,H,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Simipour,"$1,801.00",https://www.glamira.com/glamira-earring-simipour.html,Diamond,Round,VS,H,0.48,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Latoya,"$2,051.00",https://www.glamira.com/glamira-earring-latoya.html,Ruby,Round,AAA,Red,0.07,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Veskelisia,"$1,046.00",https://www.glamira.com/glamira-earring-veskelisia.html,Lab Grown Diamond,Round,VS,H,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Caryl,"$1,372.00",https://www.glamira.com/glamira-earring-caryl.html,Diamond,Marquise,VS,H,0.264,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Woldia,"$1,184.00",https://www.glamira.com/glamira-earring-woldia.html,Lab Grown Diamond,Princess,VS,H,0.24,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Nelinha,"$1,712.00",https://www.glamira.com/glamira-earring-nelinha.html,Diamond,Round,VS,H,0.9,Gold,White,14K,,Glamira
GLAMIRA Earring Wiggins,"$1,287.00",https://www.glamira.com/glamira-earring-wiggins.html,Diamond,Round,VS,H,0.07,Gold,Rose,14K,,Glamira
GLAMIRA Earring Chicorel,"$1,647.00",https://www.glamira.com/glamira-earring-chicorel.html,Diamond,Round,VS,H,0.43,Gold,White,14K,,Glamira
GLAMIRA Earring Ukko,"$1,668.00",https://www.glamira.com/glamira-earring-ukko.html,Diamond,Round,VS,H,0.42,Gold,White,9K,,Glamira
GLAMIRA Earring Visara,"$1,280.00",https://www.glamira.com/glamira-earring-visara.html,Diamond,Marquise,VS,H,0.12,Gold,Yellow,14K,,Glamira
GLAMIRA Ring Danita,"$1,820.00",https://www.glamira.com/glamira-ring-danita.html,Diamond,Pear,VS,H,0.1,Gold,White,14K,Click to edit,Glamira
GLAMIRA Ring Arisu,"$3,069.00",https://www.glamira.com/glamira-ring-arisu.html,Diamond,Trillion,SI,H,0.7,Gold,White & Rose,18K,Click to edit,Glamira
GLAMIRA Ring Melite,"$13,906.00",https://www.glamira.com/glamira-ring-melite.html,Lab Grown Diamond,Round,VS,H,0.54,Gold,Rose,14K,Click to edit,Glamira
GLAMIRA Ring Wusden,"$1,395.00",https://www.glamira.com/glamira-ring-wusden.html,Zirconia,Round,AAAAA,White,0.384,Gold,Yellow,14K,Click to edit,Glamira
GLAMIRA Ring Yolanda,"$1,126.00",https://www.glamira.com/glamira-ring-yolanda.html,Diamond,Round,VS,H,0.1,Gold,Rose,9K,Click to edit,Glamira
GLAMIRA Ring Aldatu,"$1,297.00",https://www.glamira.com/glamira-ring-aldatu.html,Lab Grown Diamond,Round,VS,H,0.38,Gold,Yellow,14K,Click to edit,Glamira
GLAMIRA Necklace Alastriona,"$1,464.00",https://www.glamira.com/glamira-necklace-alastriona.html,Diamond,Round,VS,H,0.12,Gold,Rose,14K,,Glamira
GLAMIRA Ring Dais,"$1,091.00",https://www.glamira.com/glamira-ring-dais.html,Diamond,Marquise,VS,H,0.066,Gold,Rose,18K,Click to edit,Glamira
GLAMIRA Ring Sweold - B,"$1,443.00",https://www.glamira.com/glamira-ring-sweold-b.html,Black Diamond,Round,AAA,Black,0.356,Gold,Rose,18K,Click to edit,Glamira
GLAMIRA Pendant Abtei,"$1,663.00",https://www.glamira.com/glamira-pendant-abtei.html,Diamond,Round,VS,H,0.192,Gold,Rose,18K,,Glamira
GLAMIRA Necklace Seraphic,"$1,060.00",https://www.glamira.com/glamira-necklace-seraphic.html,Diamond,Round,VS,H,0.315,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Ming,"$1,213.00",https://www.glamira.com/glamira-pendant-ming.html,Diamond,Heart,VS,H,0.2,Gold,White,18K,,Glamira
GLAMIRA Pendant Kyuso,"$2,228.00",https://www.glamira.com/glamira-pendant-kyuso.html,Diamond,Round,VS,H,0.77,Gold,White,18K,,Glamira
GLAMIRA Pendant Levite,"$1,150.00",https://www.glamira.com/glamira-pendant-levite.html,Lab Grown Diamond,Round,VS,H,,Gold,White,9K,,Glamira
GLAMIRA Pendant Bellenes,"$1,160.00",https://www.glamira.com/glamira-pendant-bellenes.html,Zirconia,Round,AAAAA,White,0.48,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Yoshie,"$1,395.00",https://www.glamira.com/glamira-pendant-yoshie.html,Lab Grown Diamond,Heart,VS,H,0.3,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Arlenys,"$1,195.00",https://www.glamira.com/glamira-pendant-arlenys.html,Emerald,Round,AA,Green,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Anweor,"$1,324.00",https://www.glamira.com/glamira-pendant-anweor.html,Zirconia,Round,AAAAA,White,0.418,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Millicent,"$1,013.00",https://www.glamira.com/glamira-pendant-millicent.html,Diamond,Round,VS,H,0.03,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Polin,"$2,160.00",https://www.glamira.com/glamira-pendant-polin.html,Diamond,Round,VS,H,0.655,Gold,White,18K,,Glamira
GLAMIRA Pendant Diacid,"$1,858.00",https://www.glamira.com/glamira-pendant-diacid.html,Diamond,Round,VS,H,0.046,Gold,Rose & White,18K,,Glamira
GLAMIRA Pendant Christen,"$1,334.00",https://www.glamira.com/glamira-pendant-christen.html,Diamond,Round,VS,H,0.21,Gold,Yellow,18K,,Glamira
GLAMIRA Tennis Canortex,"$6,865.00",https://www.glamira.com/glamira-tennis-canortex.html,Zirconia,Marquise,AAAAA,White,0.132,Gold,White,14K,,Glamira
GLAMIRA Pendant Kritpu,"$1,163.00",https://www.glamira.com/glamira-pendant-kritpu.html,Diamond,Round,VS,H,0.16,Gold,White,18K,,Glamira
GLAMIRA Pendant Maria,"$2,068.00",https://www.glamira.com/glamira-pendant-maria.html,Lab Grown Diamond,Round,VS,H,,Gold,White,14K,,Glamira
GLAMIRA Pendant Vitionse,"$1,185.00",https://www.glamira.com/glamira-pendant-vitionse.html,Zirconia,Round,AAAAA,White,0.367,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Dusknoir,"$1,073.00",https://www.glamira.com/glamira-pendant-dusknoir.html,Diamond,Round,VS,H,0.36,Gold,White,18K,,Glamira
GLAMIRA Pendant Pranta,"$5,953.00",https://www.glamira.com/glamira-pendant-pranta.html,Diamond,Round,VS,H,0.164,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Pratima,"$2,239.00",https://www.glamira.com/glamira-pendant-pratima.html,Diamond,Round,VS,H,0.05,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Alyssa,"$1,006.00",https://www.glamira.com/glamira-pendant-alyssa.html,Diamond,Round,VS,H,,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Inge,"$1,443.00",https://www.glamira.com/glamira-pendant-inge.html,Diamond,Round,VS,H,0.338,Gold,White,14K,,Glamira
GLAMIRA Pendant Armelda,"$2,397.00",https://www.glamira.com/glamira-pendant-armelda.html,Lab Grown Diamond,Round,VS,H,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Barth,"$1,724.00",https://www.glamira.com/glamira-pendant-barth.html,Diamond,Round,VS,H,0.64,Gold,Rose,14K,,Glamira
GLAMIRA Pendant Bony,"$1,448.00",https://www.glamira.com/glamira-pendant-bony.html,Lab Grown Diamond,Round,VS,H,0.28,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Carburant,"$1,268.00",https://www.glamira.com/glamira-pendant-carburant.html,Diamond,Round,VS,H,0.39,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Jhaddeus,"$1,003.00",https://www.glamira.com/glamira-pendant-jhaddeus.html,Diamond,Round,VS,H,0.14,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Blowlamp,"$1,078.00",https://www.glamira.com/glamira-pendant-blowlamp.html,Diamond,Round,VS,H,0.15,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Epps,"$1,009.00",https://www.glamira.com/glamira-pendant-epps.html,Diamond,Round,VS,H,0.042,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Zykadial,"$1,358.00",https://www.glamira.com/glamira-pendant-zykadial.html,Lab Grown Diamond,Round,VS,H,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Zoila,"$1,079.00",https://www.glamira.com/glamira-pendant-zoila.html,Diamond,Round,VS,H,0.045,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Scorpio,"$1,886.00",https://www.glamira.com/glamira-pendant-scorpio.html,Lab Grown Diamond,Round,VS,H,0.775,Gold,White,14K,,Glamira
GLAMIRA Necklace Harvey,"$2,716.00",https://www.glamira.com/glamira-necklace-harvey.html,Lab Grown Diamond,Round,VS,H,0.12,Gold,White,14K,,Glamira
GLAMIRA Pendant Levni,"$1,496.00",https://www.glamira.com/glamira-pendant-levni.html,Emerald,Heart,AAA,Green,0.4,Platinum,950,,,Glamira
GLAMIRA Pendant Papillon,"$1,220.00",https://www.glamira.com/glamira-pendant-papillon.html,Diamond,Baguette,VS,H,0.22,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Residential,"$1,399.00",https://www.glamira.com/glamira-pendant-residential.html,Lab Grown Diamond,Marquise,VS,H,0.12,Gold,White,14K,,Glamira
GLAMIRA Necklace Akantha,"$1,115.00",https://www.glamira.com/glamira-necklace-akantha.html,Diamond,Round,VS,H,0.21,Gold,Rose,14K,,Glamira
GLAMIRA Necklace Whakaaro,"$5,019.00",https://www.glamira.com/glamira-necklace-whakaaro.html,Diamond,Round,VS,H,0.5,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Wolf,"$1,044.00",https://www.glamira.com/glamira-pendant-wolf.html,Zirconia,Round,AAAAA,White,0.234,Gold,Yellow,14K,,Glamira
GLAMIRA Tennis Answi,"$11,011.00",https://www.glamira.com/glamira-tennis-answi.html,Zirconia,Round,AAAAA,White,6.035,Gold,White,14K,,Glamira
GLAMIRA Pendant Aigueperse,"$7,446.00",https://www.glamira.com/glamira-pendant-aigueperse.html,Garnet,Heart,AAA,Red,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Gordana,"$1,151.00",https://www.glamira.com/glamira-pendant-gordana.html,Diamond,Round,VS,H,0.03,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Esselina,"$1,398.00",https://www.glamira.com/glamira-pendant-esselina.html,Diamond,Round,VS,H,0.336,Gold,White,14K,,Glamira
GLAMIRA Necklace Zahna,"$1,027.00",https://www.glamira.com/glamira-necklace-zahna.html,Lab Grown Diamond,Round,VS,H,0.234,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Eadgar,"$1,342.00",https://www.glamira.com/glamira-pendant-eadgar.html,Zirconia,Round,AAAAA,White,0.21,Gold,Yellow,14K,,Glamira
SYLVIE Necklace Merdix,"$30,243.00",https://www.glamira.com/sylvie-necklace-merdix.html,Diamond,Pear,VS,H,2.88,Gold,White,18K,,Glamira
GLAMIRA Pendant Dovrebbe,"$3,344.00",https://www.glamira.com/glamira-pendant-dovrebbe.html,Black Onyx,Princess,AAA,Black,0.23,Gold,White,14K,,Glamira
GLAMIRA Pendant Brightest,"$1,455.00",https://www.glamira.com/glamira-pendant-brightest.html,Diamond,Round,VS,H,0.371,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Hawor,"$1,192.00",https://www.glamira.com/glamira-pendant-hawor.html,Lab Grown Diamond,Round,VS,H,0.208,Gold,Rose,18K,,Glamira
GLAMIRA Earring Halty,"$1,735.00",https://www.glamira.com/glamira-earring-halty.html,Diamond,Round,VS,H,0.49,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Inkpad,"$1,493.00",https://www.glamira.com/glamira-earring-inkpad.html,Diamond,Round,VS,H,0.12,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Espresso,"$1,242.00",https://www.glamira.com/glamira-earring-espresso.html,Emerald,Round,AAA,Green,0.06,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Effemine,"$1,048.00",https://www.glamira.com/glamira-earring-effemine.html,Diamond,Round,VS,H,0.128,Gold,Rose,14K,,Glamira
GLAMIRA Earring Thabo,"$1,069.00",https://www.glamira.com/glamira-earring-thabo.html,Diamond,Round,VS,H,0.26,Gold,White,14K,,Glamira
GLAMIRA Earring Alvernia 18 mm,"$1,417.00",https://www.glamira.com/glamira-earring-alvernia-18-mm.html,Diamond,Round,VS,H,0.57,Gold,White,14K,18 mm,Glamira
GLAMIRA Earring Divicents,"$1,012.00",https://www.glamira.com/glamira-earring-divicents.html,Diamond,Round,VS,H,0.06,Gold,Rose & White,14K,,Glamira
GLAMIRA Earring Skoro,"$1,188.00",https://www.glamira.com/glamira-earring-skoro.html,Diamond,Round,VS,H,0.18,Gold,Rose,14K,,Glamira
GLAMIRA Earring Ezia,"$1,188.00",https://www.glamira.com/glamira-earring-ezia.html,Diamond,Round,VS,H,0.056,Gold,White,14K,,Glamira
GLAMIRA Earring Latarsha,"$1,538.00",https://www.glamira.com/glamira-earring-latarsha.html,Diamond,Round,VS,H,0.13,Gold,White,14K,,Glamira
GLAMIRA Earring Chileshe,"$1,220.00",https://www.glamira.com/glamira-earring-chileshe.html,Diamond,Round,VS,H,0.16,Gold,Rose,14K,,Glamira
GLAMIRA Earring Hollyhock,"$1,120.00",https://www.glamira.com/glamira-earring-hollyhock.html,Diamond,Round,VS,H,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Munin,"$4,679.00",https://www.glamira.com/glamira-earring-munin.html,Diamond,Round,VS,H,0.07,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Isaa,"$1,091.00",https://www.glamira.com/glamira-earring-isaa.html,Diamond,Round,VS,H,0.07,Gold,White,14K,,Glamira
GLAMIRA Earring Rogers,"$1,698.00",https://www.glamira.com/glamira-earring-rogers.html,Lab Grown Diamond,Round,VS,H,0.07,Gold,Rose,14K,,Glamira
Women's Earring Nkwerre - A,"$1,328.00",https://www.glamira.com/womens-earring-nkwerre-a.html,Lab Grown Diamond,Round,VS,H,0.24,Gold,Yellow,14K,,Glamira
Women's Earring Tamaulipas,"$1,945.00",https://www.glamira.com/womens-earring-tamaulipas.html,Lab Grown Diamond,Baguette,VS,H,0.44,Gold,White,14K,,Glamira
GLAMIRA Earring Silas,"$1,594.00",https://www.glamira.com/glamira-earring-silas.html,Green Diamond,Round,VS1,Fancy Dark,0.06,Gold,Yellow,9K,,Glamira
GLAMIRA Earring Volha,"$1,660.00",https://www.glamira.com/glamira-earring-volha.html,Diamond,Round,VS,H,0.07,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Bonnis,"$2,651.00",https://www.glamira.com/glamira-earring-bonnis.html,Lab Grown Diamond,Round,VS,H,0.37,Platinum,950,,,Glamira
GLAMIRA Earring Bibelo,"$1,617.00",https://www.glamira.com/glamira-earring-bibelo.html,Diamond,Round,VS,H,0.26,Gold,Rose,14K,,Glamira
Women's Earring Bisceglie,"$1,425.00",https://www.glamira.com/womens-earring-bisceglie.html,Lab Grown Diamond,Round,VS,H,0.112,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Umaaraw,"$1,850.00",https://www.glamira.com/glamira-earring-umaaraw.html,Lab Grown Diamond,Round,VS,H,0.704,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Katharine,"$2,348.00",https://www.glamira.com/glamira-earring-katharine.html,Diamond,Round,VS,H,0.5,Gold,Rose,14K,,Glamira
GLAMIRA Earring Oarien,"$1,471.00",https://www.glamira.com/glamira-earring-oarien.html,Diamond,Round,VS,H,0.288,Gold,Rose,18K,,Glamira
GLAMIRA Earring Teutum,"$1,031.00",https://www.glamira.com/glamira-earring-teutum.html,Diamond,Round,VS,H,0.128,Gold,Rose,14K,,Glamira
GLAMIRA Earring Delinest,"$1,831.00",https://www.glamira.com/glamira-earring-delinest.html,Diamond,Round,VS,H,0.16,Gold,White,14K,,Glamira
GLAMIRA Earring Faatasi,"$1,901.00",https://www.glamira.com/glamira-earring-faatasi.html,Lab Grown Diamond,Round,VS,H,0.768,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Alamos,"$1,149.00",https://www.glamira.com/glamira-earring-alamos.html,Lab Grown Diamond,Round,VS,H,0.208,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Laveur,"$5,777.00",https://www.glamira.com/glamira-earring-laveur.html,Lab Grown Diamond,Round,VS,H,0.5,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Lefler,"$4,139.00",https://www.glamira.com/glamira-earring-lefler.html,Zirconia,Round,AAAAA,White,1.06,Gold,White,14K,,Glamira
GLAMIRA Earring Menuo,"$1,861.00",https://www.glamira.com/glamira-earring-menuo.html,Diamond,Round,VS,H,0.448,Gold,Rose,18K,,Glamira
GLAMIRA Earring Nuageux,"$2,159.00",https://www.glamira.com/glamira-earring-nuageux.html,Diamond,Baguette,VS,H,0.4,Gold,Yellow,14K,,Glamira
Women's Earring Orbit - SET,"$1,101.00",https://www.glamira.com/glamira-earring-orbit.html,Sapphire,Round,AAA,Dark Blue,,Gold,Rose,14K,,Glamira
GLAMIRA Earring Elainas,"$1,092.00",https://www.glamira.com/glamira-earring-elainas.html,Diamond,Round,VS,H,0.28,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Aguentte,"$1,729.00",https://www.glamira.com/glamira-earring-aguentte.html,Diamond,Marquise,VS,H,0.088,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Norbu,"$1,529.00",https://www.glamira.com/glamira-earring-norbu.html,Lab Grown Diamond,Round,VS,H,0.42,Gold,White,18K,,Glamira
GLAMIRA Earring Elior,"$1,344.00",https://www.glamira.com/glamira-earring-elior.html,Lab Grown Diamond,Round,VS,H,0.4,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Haebaragi,"$3,740.00",https://www.glamira.com/glamira-earring-haebaragi.html,Lab Grown Diamond,Round,VS,H,0.32,Gold,White,14K,,Glamira
GLAMIRA Earring Hashing,"$1,892.00",https://www.glamira.com/glamira-earring-hashing.html,Diamond,Round,VS,H,0.46,Gold,White,14K,,Glamira
GLAMIRA Earring Foggy,"$2,256.00",https://www.glamira.com/glamira-earring-foggy.html,Zirconia,Round,AAAAA,White,0.192,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Adol,"$1,713.00",https://www.glamira.com/glamira-earring-adol.html,Diamond,Round,VS,H,0.288,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Dafna,"$2,621.00",https://www.glamira.com/glamira-earring-dafna.html,Diamond,Round,VS,H,0.07,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Idling,"$3,379.00",https://www.glamira.com/glamira-earring-idling.html,Diamond,Round,VS,H,1.66,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Treas,"$1,422.00",https://www.glamira.com/glamira-earring-treas.html,Diamond,Round,VS,H,0.07,Gold,White,14K,,Glamira
GLAMIRA Earring Blansettios,"$2,188.00",https://www.glamira.com/glamira-earring-blansettios.html,Diamond,Princess,VS,H,0.36,Gold,Rose,14K,,Glamira
GLAMIRA Earring Vivere,"$1,045.00",https://www.glamira.com/glamira-earring-vivere.html,Diamond,Round,VS,H,0.256,Gold,White,18K,,Glamira
GLAMIRA Earring Corvina,"$1,156.00",https://www.glamira.com/glamira-earring-corvina.html,Diamond,Round,VS,H,0.26,Gold,White,18K,,Glamira
GLAMIRA Earring Stray,"$1,087.00",https://www.glamira.com/glamira-earring-stray.html,Diamond,Round,VS,H,0.2,Gold,Yellow  with Black Rhodium,18K,,Glamira
GLAMIRA Earring Palestra,"$2,213.00",https://www.glamira.com/glamira-earring-palestra.html,Lab Grown Diamond,Round,VS,H,0.06,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Laurena,"$3,123.00",https://www.glamira.com/glamira-earring-laurena.html,Black Diamond,Pear,AAA,Black,0.34,Gold,White,14K,,Glamira
GLAMIRA Earring Habriel,"$1,797.00",https://www.glamira.com/glamira-earring-habriel.html,Diamond,Round,VS,H,0.228,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Unkissed,"$6,404.00",https://www.glamira.com/glamira-earring-unkissed.html,Diamond,Marquise,VS,H,1.6,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Melissa,"$1,260.00",https://www.glamira.com/glamira-earring-melissa.html,Diamond,Round,VS,H,0.36,Gold,White,14K,,Glamira
GLAMIRA Earring Lepre,"$1,001.00",https://www.glamira.com/glamira-earring-lepre.html,Diamond,Marquise,VS,H,0.044,Gold,White,14K,,Glamira
GLAMIRA Earring Lurry,"$2,653.00",https://www.glamira.com/glamira-earring-lurry.html,Diamond,Round,VS,H,0.8,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Pelkey,"$2,998.00",https://www.glamira.com/glamira-earring-pelkey.html,Zirconia,Round,AAAAA,White,0.5,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Crater,"$1,421.00",https://www.glamira.com/glamira-earring-crater.html,Lab Grown Diamond,Round,VS,H,0.2,Gold,Rose,14K,,Glamira
GLAMIRA Earring Mishary,"$1,447.00",https://www.glamira.com/glamira-earring-mishary.html,Ruby,Round,AAA,Red,0.544,Gold,White,18K,,Glamira
GLAMIRA Earring Spanios,"$1,603.00",https://www.glamira.com/glamira-earring-spanios.html,Diamond,Round,VS,H,0.2,Gold,Rose,18K,,Glamira
GLAMIRA Earring Scuola,"$1,243.00",https://www.glamira.com/glamira-earring-scuola.html,Amethyst,Round,AAA,Violet,0.07,Gold,Rose,14K,,Glamira
GLAMIRA Earring Beant,"$1,597.00",https://www.glamira.com/glamira-earring-beant.html,Zirconia,Princess,AAAAA,White,0.4,Silver,925,,,Glamira
GLAMIRA Earring Ezalor,"$1,448.00",https://www.glamira.com/glamira-earring-ezalor.html,Diamond,Round,VS,H,0.352,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Dodie,"$2,468.00",https://www.glamira.com/glamira-earring-dodie.html,Lab Grown Diamond,Round,VS,H,0.416,Gold,White,14K,,Glamira
GLAMIRA Earring Varro,"$1,328.00",https://www.glamira.com/glamira-earring-varro.html,Lab Grown Diamond,Round,VS,H,0.06,Gold,White,18K,,Glamira
GLAMIRA Earring Morelul,"$1,435.00",https://www.glamira.com/glamira-earring-morelul.html,Diamond,Round,VS,H,0.39,Gold,White,14K,,Glamira
